content_velocity,user_reports_24h,prior_violations,model_confidence,account_age_days,engagement_spike_ratio,cross_border_content,content_type,region_risk_band,appeal_history,escalation_required
47.11,2,1,0.71,49.5,1.175,no,multimodal,low,none,0
119.57,4,1,0.676,635.1,1.201,no,video,low,some,0
31.67,5,0,0.47,2338.3,1.644,no,text,medium,some,0
15.32,5,1,0.741,838.3,1.11,yes,text,high,some,0
11.53,2,1,0.795,789.2,0.356,yes,text,low,none,0
26.77,4,1,0.593,500.5,0.704,yes,video,medium,none,1
54.13,6,0,0.979,738.7,0.678,no,text,low,some,1
154.1,3,3,0.894,835.4,1.488,no,text,medium,some,1
23.34,0,0,0.815,596.3,1.815,no,image,low,none,0
31.7,4,0,0.813,445.8,2.083,no,multimodal,high,some,1
89.67,4,2,0.685,603.8,0.533,no,image,medium,frequent,1
37.44,4,1,0.863,583.0,1.66,no,image,medium,some,0
35.17,5,1,0.931,62.2,1.042,yes,image,low,none,1
78.43,3,2,0.809,2048.8,2.812,yes,video,high,some,1
32.27,4,2,0.589,789.7,2.042,no,multimodal,low,none,0
12.46,4,4,0.674,1168.9,2.201,no,multimodal,medium,none,1
67.93,4,1,0.772,651.5,1.751,no,image,medium,none,0
6.13,5,0,0.814,343.2,1.541,no,image,medium,some,0
60.33,1,1,0.668,1002.8,1.149,yes,text,medium,none,0
29.82,1,0,0.589,110.8,1.05,no,multimodal,medium,none,0
23.54,4,1,0.933,812.9,0.95,no,video,medium,none,1
23.05,4,2,0.508,994.8,1.659,no,image,low,none,0
26.69,5,0,0.529,493.7,2.13,no,image,low,none,0
20.84,3,3,0.468,757.5,1.172,yes,text,medium,none,0
41.5,3,0,0.529,63.6,0.989,no,video,medium,none,1
21.45,4,1,0.88,781.7,0.608,yes,text,medium,none,1
29.99,4,4,0.885,398.5,1.472,no,image,medium,none,1
3.54,3,2,0.668,760.2,1.965,no,text,medium,some,0
29.83,4,3,0.759,510.8,1.99,no,text,low,none,1
20.49,4,1,0.678,505.9,2.039,no,text,low,some,0
57.31,3,0,0.489,777.3,1.558,yes,video,high,none,1
24.34,3,2,0.99,414.5,1.395,no,video,low,none,1
51.66,5,0,0.9,491.5,1.991,no,video,low,none,1
47.61,2,1,0.737,1772.1,0.795,no,image,medium,none,0
48.54,4,3,0.543,1222.2,1.13,no,multimodal,low,none,0
25.04,1,0,0.644,445.6,2.205,no,multimodal,medium,some,1
31.35,6,1,0.569,518.4,0.813,no,video,medium,none,0
40.7,2,0,0.696,323.5,1.333,yes,video,medium,none,0
32.09,4,1,0.73,399.6,1.666,no,multimodal,high,none,1
24.38,3,0,0.625,415.0,1.391,no,video,high,none,0
13.56,5,1,0.447,574.7,1.925,no,text,medium,none,0
30.26,0,0,0.99,74.1,2.113,no,image,high,none,1
6.92,2,2,0.718,390.9,1.59,no,text,low,none,0
3.19,5,2,0.753,340.1,2.045,no,multimodal,low,some,1
10.79,2,1,0.612,1332.8,0.886,yes,video,medium,none,0
48.14,5,2,0.43,514.0,1.271,no,multimodal,medium,none,1
35.7,2,2,0.667,633.6,2.553,no,text,low,some,0
48.49,3,2,0.628,382.2,2.321,no,image,low,none,0
16.62,5,0,0.794,517.1,0.712,no,video,low,some,0
61.38,2,2,0.825,399.6,1.344,no,multimodal,low,some,1
7.84,2,2,0.802,581.1,1.418,no,multimodal,low,none,0
11.2,5,0,0.838,756.2,1.558,no,text,high,none,0
60.65,2,2,0.969,166.0,1.987,yes,multimodal,high,none,1
33.8,6,1,0.742,833.0,2.27,yes,multimodal,medium,some,1
48.69,7,3,0.856,240.6,1.369,no,multimodal,medium,none,1
35.81,4,0,0.759,1813.5,1.911,no,video,low,some,0
18.75,4,3,0.376,572.0,1.674,no,multimodal,medium,none,1
9.92,5,1,0.655,627.3,1.339,no,text,medium,some,0
4.41,4,3,0.541,645.5,0.501,no,text,medium,frequent,1
94.73,0,1,0.717,545.4,1.859,no,text,low,none,0
5.86,7,1,0.553,297.9,1.653,yes,image,high,none,1
76.67,3,2,0.777,628.5,1.545,no,multimodal,high,none,1
32.42,1,0,0.837,602.7,0.859,no,video,low,none,0
36.64,2,0,0.873,269.1,2.33,no,image,high,none,1
34.88,3,2,0.939,167.9,1.426,no,multimodal,low,none,1
44.47,2,1,0.412,998.3,0.779,no,video,high,some,0
15.23,9,2,0.488,390.4,0.699,yes,image,medium,frequent,1
2.61,3,1,0.99,466.5,1.689,yes,video,low,some,1
18.41,3,0,0.842,604.7,1.704,yes,image,low,none,1
41.81,3,0,0.716,291.3,1.118,no,video,medium,none,0
11.3,2,1,0.685,668.2,1.581,no,multimodal,high,none,0
62.42,6,0,0.671,483.5,1.684,no,image,high,some,0
27.08,5,2,0.371,518.5,1.42,no,image,low,some,0
10.3,4,1,0.556,1133.9,0.999,no,video,high,some,0
33.56,0,0,0.662,588.5,1.831,no,multimodal,medium,none,0
41.3,0,2,0.565,449.3,1.769,no,image,low,none,0
43.48,4,1,0.586,222.5,1.634,yes,multimodal,low,none,1
60.69,4,1,0.99,643.2,0.933,no,video,medium,none,1
7.2,6,2,0.64,970.5,0.684,yes,text,medium,none,0
60.75,2,2,0.724,455.2,1.388,yes,image,low,none,0
64.63,3,0,0.719,965.2,1.815,no,text,medium,none,0
9.95,6,1,0.774,649.7,1.87,no,text,high,none,1
12.03,3,0,0.604,555.2,1.642,no,text,low,none,0
50.44,2,1,0.88,707.0,1.125,no,video,low,frequent,0
21.56,2,1,0.751,174.3,0.948,yes,video,low,some,0
71.22,4,2,0.474,395.2,1.342,yes,video,low,none,1
84.85,8,2,0.663,407.1,1.346,no,image,low,some,1
10.29,4,1,0.652,470.4,1.904,no,image,medium,none,0
14.96,3,0,0.645,1622.6,1.11,no,multimodal,low,frequent,0
32.26,7,1,0.761,568.7,1.152,no,multimodal,medium,none,0
2.5,3,3,0.782,149.7,2.377,no,multimodal,high,none,1
4.58,2,4,0.763,323.8,2.126,yes,text,low,none,1
13.45,3,0,0.734,518.8,0.909,no,multimodal,low,frequent,0
104.66,3,0,0.694,586.9,2.084,no,multimodal,low,frequent,1
36.07,3,2,0.336,24.8,0.789,no,text,medium,none,0
17.22,2,1,0.804,751.2,1.133,no,image,medium,none,0
11.93,5,2,0.758,773.9,1.19,no,text,medium,none,0
9.83,1,0,0.522,213.7,1.311,no,video,medium,some,0
18.34,5,2,0.725,951.9,1.66,no,video,medium,none,0
17.44,1,1,0.784,452.7,1.403,no,text,medium,none,0
24.84,2,1,0.867,251.7,1.657,no,text,high,none,1
42.74,3,2,0.762,200.2,1.149,no,image,high,none,1
27.99,4,0,0.731,740.0,1.537,no,video,medium,none,0
52.58,2,1,0.831,341.6,1.389,no,image,low,some,0
23.42,5,2,0.631,632.2,0.656,no,text,medium,frequent,1
89.22,0,1,0.746,194.8,1.592,no,video,high,none,1
51.68,2,3,0.581,410.9,1.398,no,multimodal,medium,some,1
35.34,3,1,0.858,706.3,0.993,no,text,medium,some,1
42.85,2,0,0.422,1110.5,1.138,yes,video,low,none,0
18.77,2,1,0.811,1191.8,1.15,no,image,medium,none,0
24.52,4,0,0.683,1095.4,1.228,no,text,medium,none,0
23.76,3,0,0.834,2429.3,2.229,yes,multimodal,high,frequent,1
15.47,1,2,0.555,639.2,2.395,no,multimodal,low,some,0
8.19,3,0,0.694,189.5,0.2,no,image,low,none,0
44.54,3,2,0.69,330.1,1.594,no,image,low,none,1
58.48,5,2,0.749,1170.1,1.827,no,text,low,none,1
40.06,3,2,0.512,295.5,1.242,no,video,medium,none,0
27.92,5,3,0.782,15.7,1.814,no,text,low,some,1
116.47,4,0,0.385,423.0,2.177,yes,image,medium,some,1
17.03,2,1,0.573,938.4,0.664,no,text,medium,none,0
36.24,3,2,0.43,324.8,1.417,no,video,medium,none,0
64.38,0,1,0.813,1209.5,2.328,no,multimodal,medium,none,0
10.88,3,5,0.744,1727.9,0.731,no,text,medium,none,0
47.01,1,1,0.753,628.2,1.292,no,multimodal,low,none,0
93.15,2,1,0.916,1931.3,1.126,no,multimodal,low,none,0
29.76,3,3,0.629,1446.0,1.876,no,text,medium,some,1
33.86,0,0,0.778,959.0,1.946,no,multimodal,low,none,0
17.12,0,1,0.691,690.6,1.431,no,video,low,some,0
42.49,2,1,0.666,646.8,1.366,no,video,high,frequent,0
15.13,2,1,0.889,495.4,0.49,no,video,medium,none,0
28.41,0,2,0.99,793.0,2.062,no,text,low,some,0
7.15,1,0,0.611,70.7,1.173,no,text,medium,none,0
1.06,1,0,0.813,1489.5,1.279,no,image,low,none,0
20.21,7,1,0.731,1953.8,1.836,no,multimodal,low,none,0
19.93,2,0,0.733,64.4,1.449,yes,multimodal,low,none,0
21.69,4,3,0.72,918.8,1.852,no,image,low,some,0
50.59,4,1,0.627,1409.9,1.652,no,text,low,some,0
59.63,4,1,0.106,583.8,1.452,yes,text,medium,some,1
37.38,8,2,0.926,476.4,1.505,no,multimodal,low,none,1
48.1,2,2,0.569,397.1,0.789,yes,text,low,some,0
15.53,3,1,0.641,338.2,1.276,no,multimodal,low,some,0
12.32,3,0,0.645,668.4,1.892,no,text,low,some,0
43.12,3,1,0.555,1202.8,0.901,no,text,medium,some,0
10.74,4,1,0.718,80.4,0.992,yes,text,low,none,0
9.59,4,2,0.673,230.8,0.91,yes,image,medium,none,0
157.44,3,2,0.565,318.3,1.427,no,image,medium,none,1
31.27,4,0,0.704,129.3,2.051,no,multimodal,low,none,0
19.94,7,1,0.675,849.1,1.624,yes,video,medium,some,1
18.06,2,0,0.828,770.1,0.262,no,text,medium,frequent,0
7.37,2,1,0.466,1000.0,1.674,no,video,medium,frequent,0
36.8,3,0,0.551,50.4,1.129,no,image,low,none,0
23.38,13,3,0.796,917.3,1.605,yes,video,low,none,1
58.46,7,1,0.578,1198.0,1.275,yes,multimodal,medium,none,1
44.1,2,0,0.535,861.2,0.92,no,multimodal,high,some,0
22.73,2,1,0.586,548.7,1.314,no,video,low,some,0
3.52,2,0,0.664,490.9,1.129,no,image,medium,some,0
31.33,2,0,0.664,717.6,1.504,yes,image,low,frequent,0
29.21,1,0,0.646,657.2,0.907,no,image,high,none,0
2.61,7,0,0.515,326.8,0.788,no,image,low,none,0
40.49,1,2,0.804,56.4,1.716,yes,text,medium,some,1
10.38,5,1,0.892,367.3,1.904,no,text,medium,none,1
60.58,2,2,0.374,1805.0,1.64,no,multimodal,medium,none,0
27.84,2,1,0.431,68.1,1.026,no,multimodal,medium,none,1
17.62,2,0,0.84,649.2,0.98,no,text,medium,none,0
34.77,4,2,0.931,1525.3,1.009,no,multimodal,medium,frequent,1
33.17,1,2,0.339,1017.2,1.795,no,multimodal,medium,none,0
32.25,3,1,0.81,1128.5,0.937,yes,text,low,none,1
55.13,4,0,0.942,1041.7,1.792,no,multimodal,high,frequent,1
36.37,2,1,0.542,130.9,1.668,yes,multimodal,low,none,0
16.28,2,2,0.933,1344.1,1.969,no,video,low,some,0
23.96,4,2,0.652,1474.5,1.882,no,multimodal,low,frequent,0
75.75,1,1,0.73,176.0,1.621,no,text,medium,none,0
15.01,2,1,0.565,394.4,0.616,no,video,low,none,0
40.02,5,0,0.84,590.5,1.655,no,video,medium,none,0
56.55,3,1,0.814,398.4,1.408,yes,video,medium,none,1
42.87,4,0,0.956,302.4,1.163,yes,text,low,none,1
31.48,2,0,0.91,308.6,2.031,yes,video,low,none,1
35.28,4,2,0.679,915.1,1.274,no,multimodal,high,none,0
44.84,5,1,0.99,1105.1,1.085,no,multimodal,medium,some,1
14.85,3,1,0.896,309.8,1.912,no,text,high,none,1
29.35,4,1,0.766,1100.0,1.147,no,image,low,none,0
116.04,3,2,0.52,396.9,1.06,no,text,high,none,1
40.92,3,2,0.435,187.8,0.786,no,video,high,some,1
32.34,1,1,0.449,704.7,0.94,yes,text,medium,none,0
22.04,2,0,0.531,570.1,0.983,yes,multimodal,medium,none,0
15.0,4,0,0.9,724.4,1.661,no,video,low,frequent,0
36.16,2,2,0.758,715.7,0.84,no,image,medium,some,0
38.04,3,2,0.582,661.8,0.421,no,video,medium,some,1
27.85,2,1,0.658,520.7,1.502,no,text,medium,some,1
146.91,5,0,0.639,1083.1,1.033,no,text,low,none,0
16.19,2,1,0.808,866.7,1.342,no,text,low,none,0
12.99,1,0,0.539,408.3,1.991,yes,video,medium,none,0
22.3,7,3,0.736,400.2,1.386,no,multimodal,medium,some,1
28.55,3,7,0.728,119.1,2.105,no,text,medium,frequent,1
14.31,3,3,0.544,139.7,1.316,no,multimodal,high,none,1
35.52,6,0,0.934,492.4,1.853,yes,text,low,none,1
38.41,3,0,0.633,989.3,1.076,no,image,low,some,0
48.66,0,1,0.521,266.8,1.404,no,video,low,some,0
19.44,3,0,0.816,894.6,0.884,no,multimodal,medium,none,0
71.53,0,1,0.689,644.5,0.943,yes,multimodal,medium,none,1
46.37,7,2,0.745,281.9,1.238,no,video,medium,none,1
15.9,7,0,0.49,586.3,0.686,no,image,high,none,0
14.25,2,2,0.81,569.2,1.43,no,text,low,some,0
23.56,1,0,0.99,292.8,1.199,no,text,low,none,0
38.48,5,3,0.478,853.2,1.467,no,multimodal,medium,some,1
42.62,2,2,0.737,1056.3,0.693,yes,video,low,none,0
46.31,1,4,0.554,438.1,1.701,no,image,medium,none,1
111.21,3,1,0.99,205.2,2.199,no,text,low,some,1
5.01,4,1,0.878,1091.6,2.093,no,text,low,none,1
27.26,7,1,0.725,130.8,2.302,no,multimodal,medium,some,1
105.19,6,0,0.484,686.4,1.371,no,image,low,some,1
50.23,4,1,0.522,266.5,1.174,no,multimodal,high,some,1
12.26,4,0,0.799,189.2,1.594,no,image,low,none,0
34.2,2,0,0.462,360.2,1.231,no,multimodal,high,none,0
26.0,3,1,0.467,568.6,0.48,yes,text,low,none,0
25.27,1,0,0.681,228.7,1.76,no,text,high,some,1
19.13,1,1,0.701,160.3,1.233,yes,text,medium,none,0
32.16,5,0,0.741,92.2,0.616,no,text,low,none,0
62.78,2,1,0.61,1526.1,1.096,no,multimodal,low,none,0
20.6,4,0,0.827,727.0,1.244,no,multimodal,low,some,1
46.55,5,0,0.542,283.7,1.356,yes,image,medium,none,1
52.37,5,3,0.78,753.2,1.362,no,image,low,some,0
71.14,3,1,0.714,564.4,2.035,yes,video,low,some,1
14.03,9,0,0.776,916.9,0.706,no,video,medium,none,0
30.26,3,1,0.869,466.2,1.274,no,text,medium,none,0
17.3,3,0,0.607,1032.4,0.911,no,image,low,some,0
32.21,4,1,0.574,320.0,1.978,yes,text,low,none,0
32.04,4,0,0.41,640.5,1.069,no,multimodal,medium,none,0
11.02,3,1,0.357,988.2,1.178,no,image,low,some,0
33.65,1,1,0.652,664.1,1.875,no,video,medium,none,0
114.86,5,2,0.663,1844.2,2.012,no,multimodal,low,some,1
42.74,1,1,0.506,904.7,2.086,yes,text,high,some,0
8.93,5,1,0.541,744.1,0.528,no,text,medium,none,0
13.25,2,0,0.924,414.7,1.591,yes,text,medium,none,0
29.1,2,0,0.82,650.7,1.485,no,video,high,none,0
13.54,1,4,0.478,1240.2,1.324,no,image,high,none,0
68.6,4,2,0.609,373.2,1.383,no,text,medium,none,1
7.87,1,1,0.745,258.3,1.993,no,text,medium,frequent,0
42.96,2,3,0.58,374.9,1.869,no,video,high,none,1
6.21,8,1,0.551,358.7,1.798,no,video,low,none,1
28.75,3,0,0.626,818.5,1.453,no,text,medium,some,0
11.78,2,3,0.855,1702.6,2.485,yes,multimodal,medium,none,1
48.58,3,1,0.869,137.3,1.15,no,image,medium,none,1
61.01,1,0,0.562,576.5,0.542,no,text,high,frequent,0
38.4,4,1,0.754,229.6,1.217,yes,text,medium,some,1
62.92,3,0,0.679,707.7,1.379,no,video,medium,none,0
1.73,0,1,0.519,768.8,2.002,no,video,high,none,0
33.33,6,1,0.632,360.1,1.095,no,image,medium,none,1
42.52,2,0,0.478,834.6,1.596,yes,text,low,none,0
46.48,5,2,0.866,312.0,0.611,no,image,low,none,1
40.75,4,0,0.928,311.6,1.891,no,image,medium,none,1
47.19,5,2,0.614,272.1,1.384,yes,image,low,some,1
33.05,0,0,0.576,378.3,1.21,no,image,medium,none,0
9.02,3,0,0.849,534.6,2.416,no,image,high,some,0
19.01,4,0,0.875,490.3,1.885,no,text,low,none,0
68.83,6,0,0.502,616.3,0.83,no,text,high,none,1
63.7,3,0,0.656,804.7,1.295,no,text,medium,none,0
41.97,4,0,0.671,622.4,2.718,no,video,high,none,1
49.3,3,1,0.557,1506.3,2.339,yes,image,low,none,0
58.69,3,2,0.742,564.2,1.811,no,video,medium,none,1
41.62,1,3,0.568,938.2,0.426,no,text,medium,some,0
67.53,5,0,0.594,118.8,2.016,yes,image,medium,some,1
66.03,3,1,0.664,616.4,1.032,yes,text,high,none,1
138.28,1,0,0.442,486.0,2.012,yes,text,high,none,1
19.69,3,0,0.351,452.3,0.989,no,multimodal,low,frequent,0
19.99,2,2,0.827,1223.3,1.594,no,text,low,none,0
39.43,4,2,0.562,1892.0,1.03,no,text,medium,none,0
101.19,2,1,0.99,810.7,1.168,no,image,low,some,0
71.11,5,3,0.99,90.9,1.661,no,text,high,none,1
53.59,3,0,0.599,344.7,0.691,no,multimodal,medium,some,0
74.37,4,3,0.99,141.5,2.536,no,multimodal,medium,none,1
43.07,2,0,0.83,604.4,0.836,no,image,high,some,0
23.79,4,0,0.577,737.9,0.808,yes,text,low,none,0
117.64,1,0,0.267,108.1,1.663,yes,image,low,none,0
40.84,1,3,0.79,1371.5,1.996,no,image,medium,some,0
65.06,5,0,0.685,186.4,1.188,no,image,medium,none,1
1.71,2,0,0.749,713.3,0.814,yes,text,medium,none,0
2.33,0,3,0.643,1351.5,0.889,no,text,low,some,0
34.11,4,1,0.497,613.2,0.835,no,text,medium,none,0
13.54,2,0,0.612,295.4,1.504,no,image,low,none,0
36.48,5,0,0.793,280.5,1.315,no,video,low,some,0
19.97,3,0,0.623,625.5,1.563,no,multimodal,high,frequent,0
151.21,3,1,0.622,939.6,1.532,no,text,low,none,0
61.59,7,2,0.437,695.1,1.762,no,multimodal,low,some,1
79.18,5,1,0.695,275.1,1.145,no,text,low,some,1
3.1,2,1,0.502,476.9,0.981,yes,text,high,none,0
53.09,6,2,0.827,242.7,1.428,no,video,low,some,1
26.09,1,0,0.563,240.3,1.323,no,text,low,none,0
80.19,5,2,0.633,228.8,1.476,no,multimodal,low,some,1
47.83,7,1,0.99,397.2,0.994,no,multimodal,medium,some,1
29.14,3,1,0.631,516.8,1.671,yes,text,low,none,0
10.03,4,1,0.61,564.1,0.761,no,text,medium,none,0
33.62,7,2,0.774,668.4,1.13,no,text,high,none,1
67.79,0,2,0.394,289.1,1.915,yes,multimodal,medium,none,1
83.27,4,1,0.88,525.2,0.784,no,text,low,frequent,1
22.54,4,1,0.839,575.7,1.875,no,multimodal,medium,some,1
135.68,4,2,0.764,1150.4,0.645,no,text,low,some,1
64.26,3,2,0.14,112.1,0.557,no,video,low,none,1
13.8,4,4,0.638,148.0,0.603,no,text,medium,none,1
11.0,3,0,0.476,781.7,1.408,no,multimodal,low,some,0
27.41,5,1,0.86,840.7,1.715,no,video,low,none,0
22.49,1,0,0.848,784.1,1.996,no,text,low,none,0
43.32,3,1,0.742,778.2,1.956,no,text,low,none,0
31.0,3,0,0.488,124.2,1.781,no,image,low,frequent,0
24.08,3,1,0.919,1704.6,0.934,yes,video,low,some,0
6.62,2,0,0.638,1063.0,0.93,no,multimodal,medium,none,0
48.87,1,0,0.969,126.3,1.744,no,image,low,frequent,0
5.99,6,0,0.722,428.9,2.061,no,multimodal,low,some,0
64.4,5,1,0.761,410.0,0.834,no,text,high,none,0
3.61,6,2,0.606,488.3,1.997,yes,multimodal,medium,none,1
5.6,1,2,0.905,369.4,0.39,no,multimodal,medium,none,1
13.74,2,1,0.777,200.1,1.545,no,video,medium,none,0
20.86,4,1,0.911,583.4,1.298,no,multimodal,low,some,1
17.38,4,4,0.708,1201.4,1.248,no,image,low,none,1
20.78,4,1,0.672,360.4,1.366,no,video,medium,none,0
37.02,4,0,0.775,664.5,0.923,no,text,high,none,0
14.04,2,0,0.911,499.3,1.573,no,text,medium,none,0
37.28,2,2,0.843,778.0,1.38,no,video,medium,some,0
1.75,2,2,0.702,465.9,1.818,no,multimodal,medium,none,0
13.56,5,2,0.383,318.1,2.145,no,multimodal,low,some,1
5.28,4,1,0.81,376.8,1.413,no,video,low,frequent,0
63.89,5,0,0.45,1170.1,0.941,no,multimodal,high,some,0
15.8,3,1,0.686,548.0,0.781,yes,multimodal,low,none,0
46.72,3,0,0.661,534.7,2.199,no,multimodal,low,some,0
4.2,1,0,0.453,1145.5,2.135,no,text,medium,some,0
82.35,5,1,0.74,1290.4,1.794,yes,image,low,some,1
32.41,1,1,0.99,49.1,1.38,no,image,high,none,1
29.61,4,1,0.63,151.7,1.758,no,multimodal,low,none,0
6.71,3,1,0.803,925.9,2.002,no,video,high,none,0
12.01,1,1,0.99,567.2,1.041,no,multimodal,low,none,0
24.71,3,2,0.818,1293.7,1.365,no,multimodal,low,some,0
12.46,2,1,0.577,112.7,0.797,no,video,medium,none,0
59.59,5,6,0.718,629.1,1.285,yes,multimodal,high,some,1
31.66,3,3,0.757,806.6,2.122,no,video,low,some,1
12.61,4,1,0.909,415.3,1.889,no,video,low,none,0
53.35,4,1,0.874,889.4,1.418,no,image,low,none,0
22.08,4,1,0.237,938.4,0.2,no,multimodal,low,none,0
51.65,6,1,0.543,503.8,1.022,no,multimodal,high,none,1
19.2,1,1,0.669,477.9,1.401,yes,multimodal,high,frequent,1
44.41,0,0,0.518,1002.1,1.242,yes,text,medium,none,0
21.44,2,0,0.088,620.4,1.366,no,image,low,none,0
59.61,6,3,0.564,767.9,1.471,yes,multimodal,medium,none,1
4.32,5,0,0.679,618.1,1.083,no,multimodal,medium,none,0
9.22,2,0,0.596,595.4,1.346,no,multimodal,low,some,0
26.55,5,2,0.52,477.0,1.275,no,video,low,frequent,1
16.45,3,2,0.687,804.2,0.998,yes,video,medium,none,0
20.88,3,0,0.735,267.9,2.273,no,text,high,none,0
48.16,6,1,0.605,118.7,1.112,yes,multimodal,low,some,1
20.51,2,3,0.899,533.9,0.223,no,image,medium,none,1
38.28,4,0,0.689,1306.9,2.242,no,multimodal,medium,none,0
13.47,9,1,0.541,621.1,0.927,no,text,high,frequent,1
3.22,3,2,0.5,443.7,1.8,no,multimodal,high,none,1
51.42,2,1,0.646,400.1,1.01,yes,image,low,none,0
95.11,2,2,0.858,379.2,1.635,no,text,low,frequent,1
35.34,0,0,0.548,22.3,1.326,no,video,medium,none,0
27.73,3,2,0.775,1187.4,1.85,no,video,medium,none,0
32.56,3,0,0.695,348.6,1.243,no,multimodal,low,none,0
74.76,4,1,0.99,541.4,1.022,no,video,medium,none,1
35.66,1,1,0.742,423.3,1.479,no,video,high,none,0
53.21,2,1,0.568,301.7,1.159,no,text,low,some,0
51.55,1,3,0.798,1228.5,0.385,yes,multimodal,low,frequent,0
63.15,8,0,0.803,208.6,1.049,yes,multimodal,low,some,1
27.25,2,0,0.616,823.8,2.784,no,multimodal,low,frequent,0
18.98,1,0,0.494,138.1,0.439,yes,text,medium,none,0
44.78,6,2,0.766,480.1,1.471,no,multimodal,low,none,0
60.07,4,1,0.69,1114.8,1.229,no,text,medium,none,0
68.13,2,1,0.437,366.5,2.268,yes,multimodal,low,none,1
81.07,1,0,0.721,773.1,0.794,no,text,medium,none,0
56.34,3,1,0.578,353.0,1.401,no,text,low,none,0
18.08,8,3,0.438,414.2,1.693,no,text,medium,frequent,1
35.31,3,1,0.624,901.7,1.26,no,multimodal,low,none,0
32.97,4,0,0.885,785.4,0.966,yes,video,medium,some,1
30.26,2,1,0.873,1316.4,1.339,no,video,low,none,0
44.84,4,1,0.831,365.3,1.195,no,image,medium,none,0
25.27,2,1,0.723,684.5,1.194,yes,multimodal,low,some,0
25.3,5,2,0.775,564.8,1.815,yes,image,low,none,1
99.0,4,0,0.696,698.3,1.551,no,text,medium,none,1
28.4,3,0,0.503,1057.0,1.626,yes,multimodal,low,none,1
62.84,3,1,0.535,314.4,1.515,no,video,high,none,0
65.38,2,1,0.583,664.9,1.83,no,video,medium,none,0
36.05,0,3,0.904,1218.9,2.002,no,image,low,none,0
26.12,1,1,0.852,565.2,1.207,no,video,high,none,0
13.98,1,1,0.507,897.0,1.76,no,text,low,none,0
5.89,1,0,0.689,80.7,0.702,no,image,high,some,0
47.19,1,3,0.616,584.3,0.223,no,image,low,none,0
40.51,6,1,0.655,382.6,2.263,yes,multimodal,medium,none,1
52.27,3,0,0.594,776.9,1.183,no,text,high,some,0
20.04,1,0,0.905,668.1,1.476,no,text,low,some,0
105.71,2,0,0.677,270.6,0.737,no,text,medium,none,0
43.18,0,0,0.715,154.4,0.714,no,image,low,none,0
27.55,6,1,0.716,1744.4,0.994,yes,text,medium,some,0
2.95,2,2,0.516,706.6,1.671,no,video,low,none,0
22.01,4,1,0.697,694.5,1.092,yes,text,low,none,0
54.04,2,2,0.85,307.1,1.182,no,image,low,some,0
79.66,4,0,0.916,424.4,0.978,no,video,medium,none,1
31.08,1,1,0.496,1227.8,1.933,no,image,high,none,0
88.54,4,1,0.437,573.8,1.784,no,video,high,none,0
13.01,1,1,0.69,1256.0,1.108,no,video,medium,none,0
41.42,3,0,0.857,708.4,1.692,no,multimodal,medium,none,1
42.28,1,0,0.738,1077.4,1.227,yes,video,high,none,0
47.46,4,0,0.789,73.7,1.181,no,image,medium,none,0
34.45,1,2,0.462,293.1,1.325,no,text,low,none,0
39.76,2,1,0.588,566.0,1.672,no,image,medium,none,0
12.71,0,4,0.329,452.5,0.904,no,multimodal,low,none,0
74.52,3,0,0.657,780.3,1.601,yes,text,high,some,0
58.58,3,1,0.334,154.7,2.599,yes,text,low,some,1
38.61,4,0,0.893,157.8,1.442,no,video,low,none,1
59.55,1,0,0.929,759.9,1.368,yes,video,high,none,1
76.15,4,3,0.703,1046.3,1.308,no,multimodal,low,none,1
46.97,1,0,0.438,422.5,1.589,no,text,high,frequent,0
113.32,3,1,0.74,1342.2,0.545,yes,multimodal,high,none,1
49.81,7,0,0.977,1552.0,2.201,no,video,medium,none,0
14.66,4,3,0.756,524.4,1.841,no,multimodal,medium,some,1
37.17,4,2,0.87,410.9,1.028,no,image,low,some,1
61.17,4,3,0.602,339.5,1.366,yes,text,low,frequent,1
76.2,2,4,0.541,291.3,1.071,yes,text,high,none,1
35.01,4,1,0.669,866.0,1.5,no,multimodal,low,frequent,0
13.6,3,0,0.372,260.9,1.381,no,text,low,none,0
25.66,2,2,0.99,221.8,1.464,no,text,low,some,0
8.48,4,0,0.702,280.1,0.836,no,text,medium,none,0
53.5,4,3,0.819,528.3,1.109,yes,multimodal,medium,frequent,1
21.78,3,1,0.606,556.6,1.923,yes,text,low,some,0
16.83,0,0,0.433,833.7,1.083,yes,image,low,some,0
57.23,4,1,0.908,492.2,0.2,no,multimodal,medium,none,1
87.35,6,1,0.5,144.8,1.275,no,multimodal,low,none,1
16.76,3,0,0.736,396.4,2.556,no,multimodal,low,none,0
35.19,2,1,0.751,538.3,1.774,yes,video,low,none,0
26.54,0,0,0.692,322.7,1.058,no,text,medium,some,0
78.6,3,0,0.554,666.4,1.325,no,text,low,none,0
29.02,3,0,0.656,41.4,1.69,no,text,low,none,0
12.42,4,1,0.528,488.7,0.472,yes,image,medium,none,0
30.12,1,2,0.809,1188.3,0.922,no,image,low,some,0
67.71,0,1,0.771,1026.3,1.549,no,image,high,none,0
25.3,7,1,0.677,587.8,2.147,yes,image,high,none,1
18.35,2,1,0.589,552.7,1.13,no,video,medium,none,0
28.0,2,1,0.99,734.9,2.134,no,text,low,none,0
12.81,2,0,0.472,224.2,0.973,no,multimodal,low,none,0
26.51,4,0,0.433,970.8,0.2,no,multimodal,medium,none,0
